F1	#edp_depmorp_포승읍-@-NNG
F3153	#edp_dependency_도자-@-NNG--노선-@-NNG
F139	#edp_depmorp_연출하-@-VV
F4227	#edp_depmorp_남단-@-NNG
F2221	#edp_depmorp_용두동-@-NNG
F6272	서북부-@-NNG
F2222	#edp_depmorp_아내-@-NNG
F140	#edp_depmorp_가나가와-@-NNG
F6273	볼티모어-@-NNG
F141	#edp_depmorp_국무총리-@-NNG
F142	전세-@-NNG
F143	#edp_dependency_up||NP_OBJ--up||VP--down||
F144	총독-@-NNG
F4802	#edp_depmorp_남편-@-NNG
F2224	#edp_depmorp_주장-@-NNG
F145	#edp_depmorp_동탄면-@-NNG
F4230	#edp_arg2_mod_프리미어리그-@-NNG
F5829	#edp_arg1_mod_평안북도-@-NNG
F4232	#edp_depmorp_상-@-NNG
F146	#edp_depmorp_옮기-@-VV
F6276	#edp_depmorp_고발하-@-VV
F4233	#edp_arg2_mod_아버지-@-NNG
F924	필리포-@-NNG
F4234	#edp_depmorp_재직-@-NNG
F7703	#edp_dependency_이어지-@-VV--시작하-@-VV--스톡홀름-@-NNG
F147	#edp_depmorp_경호하-@-VV
F7487	소목_-@-NNG
F148	팀-@-NNG
F4236	#edp_dependency_up||VNP--down||VP_MOD--down||VP--down||NP_AJT--down||NP_CNJ--down||NP--down||
F3441	#edp_depmorp_최남단-@-NNG
F4237	#edp_depmorp_총칭-@-NNG
F150	#edp_arg1_mod_마르키오니-@-NNG
F2226	#edp_arg1_mod_경주시-@-NNG
F3031	#edp_depmorp_로번-@-NNG
F5022	#edp_dependency_up||VP_MOD--down||NP_AJT--down||NP--down||NP--down||X--down||NP--down||NP--down||
F931	#edp_depmorp_베티스-@-NNG
F2227	#edp_dependency_교차로-@-NNG--걸치-@-VV--작전동-@-NNG--갈산동-@-NNG--부평구-@-NNG
F6278	배경-@-NNG
F6279	언더그라운드-@-NNG
F7783	#edp_dependency_연결하-@-VV
F8048	#edp_depmorp_광양시-@-NNG
F4241	#edp_dependency_up||VNP_MOD--up||NP_SBJ--down||
F4242	한국방송공사-@-NNG
F6163	살레르노-@-NNG
F5030	#edp_dependency_사이-@-NNG--근대화하-@-VV
F8066	코퍼레이션-@-NNG
F5487	대부분-@-NNG
F4243	#edp_dependency_도시-@-NNG--위치하-@-VV--라파스_주_-@-NNG--볼리비아-@-NNG
F2229	#edp_dependency_사용하-@-VV
F5488	#edp_dependency_정치인-@-NNG
F152	서해-@-NNG
F4343	#edp_depmorp_챔피언스리그-@-NNG
F4245	#edp_depmorp_들어가-@-VV
F968	#edp_dependency_둥족-@-NNG
F153	#edp_dependency_미드필더-@-NNG
F154	#edp_depmorp_병합하-@-VV
F5006	#edp_dependency_down||NP_SBJ--down||NP--down||
F4247	물고기-@-NNG
F4248	#edp_dependency_up||NP--up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||
F155	#edp_arg1_mod_파리_-@-NNG
F6881	세대-@-NNG
F4249	#edp_dependency_up||AP--up||VP_MOD--up||VNP--down||
F6283	#edp_arg1_mod_형주-@-NNG
F156	#edp_dependency_역-@-NNG--펜실베이니아-@-NNG
F157	#edp_depmorp_빅-@-NNG
F2232	이적-@-NNG
F3098	미드필더-@-NNG
F158	#edp_arg1_mod_주도-@-NNG
F7795	#edp_depmorp_대한민국의_음악_그룹-@-NNG
F159	볼리비아-@-NNG
F2761	사간원-@-NNG
F4084	#edp_dependency_up||X--up||NP_PRN--down||
F2235	#edp_dependency_up||NP--up||NP_MOD--up||VNP--down||NP_SBJ--down||
F6288	#edp_depmorp_결승골-@-NNG
F2452	#edp_depmorp_아끼-@-VV
F160	#edp_depmorp_역간-@-NNG
F2236	베네수엘라-@-NNG
F6290	#edp_depmorp_사후-@-NNG
F2237	부르-@-VV
F2480	#edp_depmorp_서북부-@-NNG
F362	제국-@-NNG
F161	#edp_arg1_mod_다이노우-@-NNG
F2238	#edp_depmorp_히트곡-@-NNG
F4251	#edp_depmorp_스타일_-@-NNG
F163	#edp_depmorp_환승-@-NNG
F1025	델라스-@-NNG
F164	#edp_depmorp_구미시-@-NNG
F1030	#edp_depmorp_자결하-@-VV
F2239	#edp_arg1_mod_연결하-@-VV
F2240	#edp_dependency_니가타-@-NNG
F2241	#edp_dependency_up||X--up||NP_PRN--down||X--down||
F2242	#edp_depmorp_운행-@-NNG
F4665	#edp_depmorp_권정열-@-NNG
F165	#edp_depmorp_골-@-NNG
F5776	#edp_depmorp_거창군-@-NNG
F166	#edp_arg2_mod_중세-@-NNG
F4252	일대기-@-NNG
F2243	#edp_arg2_mod_번째-@-NNB
F4253	#edp_depmorp_개최하-@-VV
F167	#edp_depmorp_등-@-NNB
F6295	#edp_dependency_엘름-@-NNG--뛰-@-VV
F7021	#edp_depmorp_가수들-@-NNG
F5130	#edp_arg1_mod_투수-@-NNG
F6297	#edp_dependency_군인-@-NNG
F168	#edp_arg1_mod_독재자-@-NNG
F2245	#edp_dependency_up||VP--down||NP_AJT--down||NP--down||NP_MOD--down||
F6298	#edp_depmorp_분류군-@-NNG
F5138	저서-@-NNG
F1188	#edp_depmorp_크루-@-NNG
F4254	#edp_dependency_up||NP_AJT--down||NP--down||NP--down||
F1069	임시정부-@-NNG
F6146	#edp_depmorp_안달루시아-@-NNG
F6300	#edp_depmorp_구포역-@-NNG
F2246	#edp_depmorp_발전소-@-NNG
F2118	#edp_depmorp_난-@-NNG
F170	당포-@-NNG
F6169	#edp_depmorp_구미동-@-NNG
F7448	#edp_dependency_사용하-@-VV--이후-@-NNG--옮기-@-VV
F2248	에레디비시-@-NNG
F6474	#edp_dependency_전철-@-NNG--통하-@-VV
F6302	경제적-@-NNG
F6962	#edp_dependency_역-@-NNG--아스나-@-NNG--있-@-VA
F4114	#edp_depmorp_일환-@-NNG
F6304	프로시노네-@-NNG
F6305	라인-@-NNG
F5156	#edp_dependency_위치하-@-VV--도시-@-NNG
F6307	#edp_depmorp_타-@-VV
F4255	#edp_depmorp_활약-@-NNG
F4256	#edp_dependency_정권-@-NNG--들어서-@-VV
F172	#edp_arg1_mod_앨범-@-NNG
F5170	#edp_arg1_mod_북동부-@-NNG
F6308	#edp_depmorp_유로파리그-@-NNG
F173	#edp_depmorp_치-@-VV
F174	#edp_dependency_down||VNP_MOD--down||NP_MOD--down||NP--down||
F175	#edp_depmorp_중-@-NNB
F2250	#edp_depmorp_철학-@-NNG
F2251	#edp_dependency_이후-@-NNG--거치-@-VV--취임하-@-VV--감독-@-NNG
F1130	더블-@-NNG
F2252	#edp_dependency_up||AP--up||VP--down||VP--down||
F176	#edp_depmorp_마리아_표도로브나_-@-NNG
F2253	#edp_dependency_up||NP--down||X--down||NP_PRN--down||
F4259	#edp_depmorp_넣-@-VV
F4260	송준길-@-NNG
F6309	#edp_depmorp_왕비-@-NNG
F381	#edp_depmorp_참전자-@-NNG
F4262	#edp_depmorp_풀려나-@-VV
F2254	챔피언-@-NNG
F1145	#edp_arg1_mod_사육신-@-NNG
F6311	병원-@-NNG
F6991	남해고속도로-@-NNG
F6280	#edp_depmorp_앉히-@-VV
F6312	#edp_depmorp_사랑공감-@-NNG
F4263	등장하-@-VV
F5493	#edp_depmorp_우승팀-@-NNG
F7860	#edp_depmorp_네오리얼리즘-@-NNG
F3140	카드-@-NNG
F178	쑨원-@-NNG
F2255	#edp_depmorp_영유권-@-NNG
F179	#edp_arg1_mod_월탄-@-NNG
F6173	#edp_depmorp_피렌체-@-NNG
F2256	#edp_depmorp_성공하-@-VV
F4264	#edp_depmorp_자회사-@-NNG
F180	#edp_depmorp_당국-@-NNG
F2257	#edp_depmorp_개혁-@-NNG
F6317	#edp_depmorp_김해시-@-NNG
F4265	예-@-NNG
F4266	주-@-VV
F4267	최진실-@-NNG
F6318	마이너-@-NNG
F5922	#edp_depmorp_연설-@-NNG
F4268	#edp_dependency_생각하-@-VV--일-@-NNG--정리하-@-VV--정도전-@-NNG--들-@-VV--신하-@-NNG
F181	#edp_depmorp_공용하-@-VV
F4348	왕위-@-NNG
F5228	#edp_depmorp_의주-@-NNG
F4270	#edp_depmorp_신해철-@-NNG
F2768	#edp_dependency_up||VP--down||NP_SBJ--down||NP_CNJ--down||
F4271	야구-@-NNG
F2259	#edp_depmorp_소개-@-NNG
F182	외-@-NNB
F183	#edp_depmorp_스크린-@-NNG
F184	익산시-@-NNG
F4273	#edp_depmorp_남서-@-NNG
F5238	#edp_depmorp_삼안동-@-NNG
F4275	#edp_depmorp_남성그룹-@-NNG
F185	#edp_dependency_방송되-@-VV
F6325	성주-@-NNG
F6326	#edp_depmorp_강화군-@-NNG
F186	#edp_dependency_허용하-@-VV--경기-@-NNG
F5247	붙-@-VV
F7606	#edp_arg2_mod_관계-@-NNG
F4276	#edp_dependency_콘세르트헤바우-@-NNG--있-@-VA--광장-@-NNG--위치하-@-VV--암스테르담-@-NNG
F187	스타디움-@-NNG
F4277	장원준-@-NNG
F2262	#edp_dependency_휴런-@-NNG--호-@-NNG--크-@-VA--호수-@-NNG--크-@-VA--내-@-NNB
F7493	#edp_dependency_up||NP_SBJ--up||VP_CMP--down||VP--down||NP_SBJ--down||
F2263	#edp_depmorp_인수하-@-VV
F7907	#edp_arg1_mod_파리-@-NNG
F188	말레이시아-@-NNG
F6175	#edp_arg1_mod_대학교-@-NNG
F2264	#edp_depmorp_오하이오_주-@-NNG
F6328	#edp_depmorp_따르-@-VV
F2265	친정-@-NNG
F4464	#edp_depmorp_재건하-@-VV
F4280	#edp_dependency_유니언-@-NNG
F4281	#edp_depmorp_송악읍-@-NNG
F4282	#edp_depmorp_갈리시아-@-NNG
F190	#edp_depmorp_죽전동-@-NNG
F191	대표하-@-VV
F192	데뷔-@-NNG
F193	#edp_depmorp_학사-@-NNG
F4284	#edp_dependency_관통하-@-VV--개통하-@-VV--되-@-VV--줄어들-@-VV--시간-@-NNG
F705	후시미-@-NNG
F1235	#edp_dependency_프로그램-@-NNG
F2421	#edp_dependency_헨리-@-NNG
F357	#edp_arg1_mod_싱어송라이터-@-NNG
F6045	#edp_arg1_mod_코치-@-NNG
F2268	말디니-@-NNG
F2269	#edp_depmorp_전사하-@-VV
F6332	#edp_depmorp_순안구역-@-NNG
F1256	#edp_depmorp_수지구-@-NNG
F195	#edp_depmorp_대회-@-NNG
F6333	#edp_arg2_mod_인근-@-NNG
F2271	결혼-@-NNG
F196	외곽-@-NNG
F5311	#edp_depmorp_차장-@-NNG
F4285	#edp_depmorp_제외하-@-VV
F6335	수상-@-NNG
F4286	#edp_dependency_up||VP_MOD--up||NP_SBJ--up||VP--down||
F4287	#edp_dependency_up||VP--down||NP_AJT--down||VP_MOD--down||NP_SBJ--down||
F197	대표-@-NNG
F4288	#edp_dependency_up||VP_MOD--up||VNP--down||NP--down||NP--down||
F4289	#edp_depmorp_개종하-@-VV
F198	사촌-@-NNG
F5495	#edp_depmorp_고잔리-@-NNG
F4290	#edp_depmorp_총리-@-NNG
F7561	배리모어-@-NNG
F5324	#edp_depmorp_종-@-NNG
F1287	#edp_arg1_mod_중구-@-NNG
F2558	#edp_dependency_down||VP_MOD--down||AP--down||
F7971	신태용-@-NNG
F2274	암스테르담-@-NNG
F2275	공주시-@-NNG
F4291	#edp_arg1_mod_나폴레옹-@-NNG
F200	#edp_depmorp_스틸러스-@-NNG
F4292	#edp_depmorp_허목-@-NNG
F2276	#edp_depmorp_내-@-VV
F2124	#edp_dependency_비고-@-NNG
F201	여름-@-NNG
F6339	#edp_dependency_종착역-@-NNG--정차역-@-NNG--철도역-@-NNG
F4438	카를로스-@-NNG
F2277	#edp_depmorp_배수빈-@-NNG
F2278	#edp_dependency_서손자-@-NNG--난-@-NNG--시인-@-NNG--왕족-@-NNG--전기-@-NNG
F4294	#edp_depmorp_부하-@-NNG
F4295	포유류-@-NNG
F202	#edp_depmorp_등극하-@-VV
F6340	#edp_arg1_mod_소속-@-NNG
F5349	#edp_depmorp_최대성-@-NNG
F1138	#edp_arg1_mod_중부-@-NNG
F1311	#edp_dependency_down||NP_SBJ--down||
F4298	소재하-@-VV
F2281	#edp_dependency_철도역-@-NNG--여객철-@-NNG--위치하-@-VV--시-@-NNG--이토이가-@-NNG
F4299	메이저-@-NNG
F6341	#edp_depmorp_분열되-@-VV
F5359	노부나가-@-NNG
F2282	#edp_arg2_mod_하-@-VV
F6343	#edp_depmorp_카스텔-@-NNG
F6344	#edp_dependency_운영하-@-VV
F6482	선수-@-NNG
F4300	#edp_arg2_mod_중화인민공화국-@-NNG
F2285	#edp_depmorp_앞세우-@-VV
F6055	국민당-@-NNG
F2286	골든-@-NNG
F203	#edp_depmorp_헌금하-@-VV
F5837	#edp_depmorp_죽이-@-VV
F6180	공작-@-NNG
F6794	웨스트-@-NNG
F204	#edp_depmorp_번-@-NNB
F5381	#edp_depmorp_지배권-@-NNG
F6346	블루윙즈-@-NNG
F1344	#edp_dependency_지내-@-VV--때-@-NNG--충목왕-@-NNG
F6166	#edp_arg1_mod_영웅-@-NNG
F2289	#edp_depmorp_방문하-@-VV
F4304	크리스-@-NNG
F4305	연합군-@-NNG
F2292	#edp_depmorp_밴드들-@-NNG
F4122	#edp_depmorp_도제-@-NNG
F361	#edp_depmorp_분류되-@-VV
F5392	#edp_depmorp_핵심인사들-@-NNG
F6347	#edp_depmorp_대신-@-NNG
F2295	#edp_dependency_up||AP--up||VNP--down||
F2296	영입-@-NNG
F2220	#edp_arg1_mod_별실-@-NNG
F864	#edp_dependency_태클-@-NNG--당하-@-VV--가지-@-VV--하-@-VV--경기-@-NNG
F4307	그룹-@-NNG
F5408	#edp_dependency_up||NP_CNJ--up||NP_OBJ--up||NP--up||VP--down||
F6485	#edp_dependency_철학-@-NNG--극찬하-@-VV--같-@-VA--작가-@-NNG--사랑-@-NNG--극찬하-@-VV--그-@-NP--사랑하-@-VV--호소하-@-VV--개척하-@-VV--개혁하-@-VV
F207	#edp_depmorp_건축가-@-NNG
F7285	#edp_arg1_mod_체류하-@-VV
F4309	#edp_dependency_up||NP--up||NP--up||NP_SBJ--up||VP--down||VP--down||VP--down||
F6348	남쪽-@-NNG
F208	마오쩌둥-@-NNG
F4310	신라-@-NNG
F4311	면적-@-NNG
F209	#edp_arg2_mod_이집트-@-NNG
F210	#edp_dependency_벌이-@-VV--떠나-@-VV
F211	넣-@-VV
F212	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_OBJ--up||VP_MOD--up||VNP--down||
F2300	#edp_arg1_mod_사무실-@-NNG
F1382	#edp_depmorp_예상되-@-VV
F214	#edp_depmorp_군산시-@-NNG
F2301	#edp_depmorp_나무왕뱀속-@-NNG
F5436	#edp_depmorp_청춘드라마-@-NNG
F6350	#edp_depmorp_떠나보내-@-VV
F3452	#edp_dependency_사망하-@-VV--모이-@-VV--앞-@-NNG
F2302	#edp_depmorp_떠밀리-@-VV
F215	홈구장-@-NNG
F4314	#edp_depmorp_영토-@-NNG
F5497	#edp_dependency_나이로비-@-NNG
F3895	#edp_dependency_up||NP--up||NP_AJT--up||VP--down||VNP--down||VNP--down||NP_MOD--down||
F2303	#edp_dependency_up||VNP--down||NP_SBJ--down||
F4315	천-@-NR
F4316	양호하-@-VA
F216	도움-@-NNG
F4317	#edp_depmorp_악기-@-NNG
F217	#edp_depmorp_미노아카사카-@-NNG
F6354	연전연승-@-NNG
F4351	#edp_depmorp_사용하-@-VV
F2304	시부야-@-NNG
F5840	#edp_dependency_up||NP_OBJ--up||VP--down||VP--down||NP_AJT--down||
F1081	#edp_dependency_구단주-@-NNG--최고경영자-@-NNG
F6355	#edp_depmorp_후속작-@-NNG
F2306	#edp_depmorp_발탁되-@-VV
F7172	#edp_depmorp_대체우회도로-@-NNG
F2307	구단-@-NNG
F2308	#edp_dependency_열리-@-VV
F6356	#edp_dependency_up||NP_MOD--up||VNP--down||VNP--down||
F6357	#edp_dependency_기타-@-NNG
F218	오스만-@-NNG
F2309	#edp_depmorp_벨리아-@-NNG
F219	#edp_depmorp_대야동-@-NNG
F6358	#edp_depmorp_팝-@-NNG
F1425	#edp_depmorp_우이동-@-NNG
F220	#edp_depmorp_출범하-@-VV
F3107	#edp_depmorp_원인-@-NNG
F7856	#edp_depmorp_업체-@-NNG
F1434	#edp_depmorp_구좌읍-@-NNG
F7174	#edp_depmorp_월명동-@-NNG
F2312	#edp_arg1_mod_후반-@-NNG
F8156	#edp_arg1_mod_대통령-@-NNG
F2313	#edp_depmorp_지나-@-VV
F7497	#edp_dependency_수성구-@-NNG
F4321	#edp_depmorp_개발사업-@-NNG
F221	#edp_depmorp_밀리-@-VV
F222	#edp_arg1_mod_수상-@-NNG
F223	노르웨이-@-NNG
F2314	남부-@-NNG
F4322	#edp_depmorp_살해하-@-VV
F4323	유래되-@-VV
F2315	#edp_depmorp_습격-@-NNG
F4324	#edp_dependency_선제골-@-NNG--터지-@-VV--지키-@-VV
F2316	#edp_dependency_up||NP_MOD--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F6379	#edp_dependency_up||VNP--up||VNP--down||NP_MOD--down||NP--down||
F2317	#edp_arg2_mod_분데스리가-@-NNG
F6361	#edp_depmorp_호남고속도-@-NNG
F226	#edp_depmorp_성격-@-NNG
F2318	메꾸-@-VV
F227	위치-@-NNG
F2319	#edp_depmorp_브뤼셀-@-NNG
F4325	#edp_depmorp_히가시타가-@-NNG
F4326	#edp_dependency_하차하-@-VV--하차하-@-VV
F2320	#edp_depmorp_달구벌대로-@-NNG
F4327	국경-@-NNG
F228	경주터널-@-NNG
F2321	#edp_depmorp_중단하-@-VV
F2322	#edp_dependency_임현-@-NNG--등-@-NNB--지키-@-VV--들어오-@-VV--명나라-@-NNG
F6205	#edp_depmorp_도시권-@-NNG
F2323	#edp_depmorp_해남군-@-NNG
F229	#edp_depmorp_슷키리-@-NNG
F5540	텔레비전-@-NNG
F2324	#edp_dependency_차르-@-NNG--이후-@-NNG--만들-@-VV--식민지-@-NNG
F5542	#edp_depmorp_기능-@-NNG
F1487	#edp_depmorp_치세-@-NNG
F7073	#edp_depmorp_망명하-@-VV
F230	#edp_arg1_mod_생각하-@-VV
F7834	#edp_depmorp_터키인-@-NNG
F6364	사용되-@-VV
F231	#edp_depmorp_내야수-@-NNG
F4329	자녀-@-NNG
F4330	#edp_depmorp_서자-@-NNG
F2104	#edp_depmorp_천도하-@-VV
F2053	#edp_dependency_down||VP_MOD--down||
F232	높-@-VA
F2327	신인-@-NNG
F1510	#edp_dependency_up||NP_OBJ--up||VP_MOD--down||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F233	#edp_dependency_가수-@-NNG--여자-@-NNG
F5570	어리-@-VA
F4331	새-@-NNG
F1519	#edp_dependency_주행하-@-VV--시-@-NNG--역-@-NNG--애칭-@-NNG
F6365	#edp_depmorp_삼각주-@-NNG
F2329	#edp_dependency_up||VP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||VP_MOD--down||
F5842	#edp_dependency_철도역-@-NNG--위치하-@-VV
F7500	#edp_dependency_up||NP_AJT--up||VP--down||VNP--down||
F4333	후예-@-NNG
F236	#edp_depmorp_국제공항-@-NNG
F426	스케줄-@-NNG
F6294	#edp_depmorp_가문-@-NNG
F237	#edp_dependency_up||VP--up||VNP--down||
F4334	#edp_depmorp_넘어가-@-VV
F2331	#edp_dependency_down||VNP_MOD--down||NP--down||NP--down||
F238	#edp_arg1_mod_공작-@-NNG
F2332	#edp_depmorp_서산시-@-NNG
F4335	푸이-@-NNG
F2333	#edp_depmorp_모나크스-@-NNG
F7256	도착하-@-VV
F2334	#edp_arg1_mod_아침드라마-@-NNG
F239	#edp_dependency_여객철-@-NNG--위치하-@-VV--시-@-NNG--무로란-@-NNG--홋카이도-@-NNG
F2335	배터리-@-NNG
F4336	아타튀르크-@-NNG
F1172	#edp_depmorp_영혼-@-NNG
F2336	애칭-@-NNG
F4338	#edp_dependency_up||NP_SBJ--up||
F4339	#edp_arg2_mod_신인-@-NNG
F6368	#edp_dependency_up||NP--up||NP_OBJ--up||VP--up||VP_MOD--up||
F2337	분류군-@-NNG
F4340	연결하-@-VV
F5636	#edp_dependency_쾰른-@-NNG
F4341	#edp_depmorp_빅토리아_-@-NNG
F2338	#edp_depmorp_이외-@-NNG
F2339	무스타파-@-NNG
F5642	두꺼비-@-NNG
F2340	#edp_depmorp_호-@-NNB
F241	#edp_dependency_남휘-@-NNG--정선공주-@-NNG--태종-@-NNG
F6369	#edp_depmorp_인하-@-VV
F7992	#edp_dependency_베르누이-@-NNG--교수-@-NNG
F242	#edp_depmorp_심은진-@-NNG
F243	#edp_dependency_주도-@-NNG
F6839	#edp_depmorp_도주하-@-VV
F4342	홍조류-@-NNG
F8052	#edp_depmorp_용전리-@-NNG
F244	#edp_depmorp_타점-@-NNG
F6370	공화국-@-NNG
F5659	#edp_depmorp_무장-@-NNG
F5661	#edp_dependency_통하-@-VV
F5664	#edp_depmorp_리미니-@-NNG
F6372	#edp_arg2_mod_홍콩-@-NNG
F4344	주요하-@-VA
F6373	#edp_depmorp_곤충-@-NNG
F245	#edp_depmorp_측-@-NNB
F2342	창원중앙역-@-NNG
F4345	#edp_depmorp_보천군-@-NNG
F6374	#edp_dependency_up||VNP_MOD--down||NP--down||
F8093	#edp_dependency_화학자-@-NNG
F247	#edp_dependency_팀-@-NNG
F6191	물금-@-NNG
F2359	#edp_dependency_up||NP--up||NP_AJT--up||AP--up||VP--down||
F6375	주년-@-NNB
F6376	#edp_dependency_주도-@-NNG--도시-@-NNG--위치하-@-VV--북부-@-NNG
F248	#edp_depmorp_장기화-@-NNG
F5687	야구장-@-NNG
F5688	#edp_dependency_박영효-@-NNG--등-@-NNB--경호하-@-VV--발각하-@-NNG--지운영-@-NNG--보내-@-VV
F2343	#edp_depmorp_생기-@-VV
F249	#edp_depmorp_박정수-@-NNG
F6492	#edp_dependency_태어나-@-VV
F6681	#edp_depmorp_종형-@-NNG
F250	교차로-@-NNG
F2344	이번-@-NNG
F6189	#edp_dependency_청춘드라마-@-NNG
F2345	#edp_depmorp_건의하-@-VV
F2346	히로시마-@-NNG
F251	이색-@-NNG
F2347	#edp_dependency_up||NP_OBJ--up||VP--down||VP--down||NP_AJT--down||NP--down||
F2348	#edp_depmorp_나폴리-@-NNG
F2737	#edp_dependency_만-@-NNB--시인-@-NNG
F2350	#edp_dependency_up||NP_AJT--down||VP_MOD--down||NP_PRN--down||
F7643	드루-@-NNG
F252	#edp_depmorp_심사위원-@-NNG
F4350	#edp_depmorp_사장-@-NNG
F2351	#edp_dependency_up||VP--up||NP_AJT--up||VP--down||NP_SBJ--down||
F2352	#edp_depmorp_장녀-@-NNG
F6381	#edp_depmorp_찍히-@-VV
F4352	#edp_depmorp_합류하-@-VV
F2353	#edp_depmorp_불가리아인-@-NNG
F2354	#edp_depmorp_야마나시-@-NNG
F4354	#edp_depmorp_회의-@-NNG
F5726	벨기에-@-NNG
F4587	#edp_depmorp_곡해하-@-VV
F253	#edp_dependency_up||NP--up||NP--up||NP_AJT--up||VP--down||VP--down||
F6382	#edp_dependency_차지하-@-VV--후-@-NNG--차지하-@-VV--위-@-NNB--위-@-NNB
F4355	경계-@-NNG
F1826	#edp_dependency_드렌테-@-NNG--떠나-@-VV
F254	#edp_arg1_mod_좌승지-@-NNG
F255	#edp_depmorp_캐스팅되-@-VV
F2357	캥거루과-@-NNG
F2358	경기버스-@-NNG
F4128	#edp_dependency_상-@-NNG--역-@-NNG--있-@-VA--시-@-NNG
F6384	#edp_depmorp_자매-@-NNG
F2360	#edp_dependency_개통-@-NNG--도입되-@-VV
F5741	#edp_dependency_침략하-@-VV--쫓아내-@-VV
F49	#edp_depmorp_얻-@-VV
F2361	#edp_arg1_mod_역임하-@-VV
F4357	#edp_dependency_up||VP--down||VP--down||VP--down||VP--down||
F177	연장전-@-NNG
F257	#edp_depmorp_장성군-@-NNG
F6386	#edp_dependency_up||VP--down||NP_AJT--down||
F258	#edp_depmorp_도마코마-@-NNG
F4644	향-@-NNG
F2362	#edp_depmorp_국토-@-NNG
F259	#edp_dependency_손자-@-NNG--작가-@-NNG
F260	#edp_arg1_mod_중반-@-NNG
F4359	#edp_depmorp_일하-@-VV
F6387	#edp_dependency_up||VNP_MOD--up||
F2363	#edp_depmorp_가덕도-@-NNG
F2364	#edp_depmorp_감금당-@-VV
F261	#edp_depmorp_보수정당-@-NNG
F4361	박지성-@-NNG
F2365	#edp_depmorp_애벌레-@-NNG
F6388	#edp_dependency_up||NP_MOD--up||NP_OBJ--up||VP--down||VP--down||VP--down||NP_OBJ--down||NP--down||NP--down||
F2500	#edp_dependency_이르-@-VV--노선-@-NNG
F6389	#edp_dependency_up||NP_PRN--up||VP_MOD--up||NP_AJT--down||
F7505	#edp_depmorp_최재성_-@-NNG
F4362	#edp_dependency_속하-@-VV--과-@-NNG
F2367	이즈카-@-NNG
F4363	프로그램-@-NNG
F4364	#edp_depmorp_수상-@-NNG
F7679	#edp_depmorp_면허-@-NNG
F5773	지원-@-NNG
F1715	#edp_arg1_mod_스파이-@-NNG
F373	#edp_dependency_up||VP_MOD--up||NP_OBJ--up||VP--down||VP--down||
F1718	#edp_depmorp_윤웅렬-@-NNG
F2369	#edp_depmorp_상주시-@-NNG
F2370	가시돔상과-@-NNG
F2371	#edp_depmorp_시도하-@-VV
F2372	홍문관-@-NNG
F263	마닐라-@-NNG
F2373	#edp_depmorp_에스토니아-@-NNG
F2374	스캔들-@-NNG
F7506	#edp_depmorp_공주-@-NNG
F264	#edp_dependency_사이-@-NNG--내전-@-NNG--일어나-@-VV
F4367	#edp_depmorp_산_로렌초_성당_-@-NNG
F2375	#edp_dependency_년-@-NNB--년-@-NNB
F4368	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_CNJ--down||NP--down||
F6392	크로스-@-NNG
F6393	#edp_dependency_up||NP--up||NP_SBJ--up||VP--down||
F5791	헝가리인-@-NNG
F4369	호수-@-NNG
F1743	결성되-@-VV
F2377	수-@-NNB
F2378	뛰-@-VV
F1748	#edp_dependency_라파엘라-@-NNG--사이-@-NNG--태어나-@-VV--공주-@-NNG
F4370	호-@-NNG
F4371	#edp_depmorp_체계적-@-NNG
F266	#edp_arg1_mod_종-@-NNG
F4373	만주족-@-NNG
F2379	#edp_dependency_up||NP_AJT--up||VP--down||VNP--down||NP_AJT--down||
F5813	스승-@-NNG
F7507	북-@-NNG
F6397	#edp_arg1_mod_하나-@-NNG
F5210	#edp_arg2_mod_독일-@-NNG
F267	#edp_depmorp_활극-@-NNG
F2380	#edp_arg1_mod_아들-@-NNG
F1765	야마구치-@-NNG
F2779	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||NP--down||
F640	#edp_depmorp_부문-@-NNG
F5823	#edp_dependency_세-@-NNB--국왕-@-NNG
F1771	#edp_depmorp_맞-@-VV
F269	#edp_depmorp_김남일-@-NNG
F270	협회-@-NNG
F7179	#edp_depmorp_승리하-@-VV
F272	#edp_depmorp_퇴위시키-@-VV
F6400	#edp_dependency_지내-@-VV--대통령-@-NNG
F1779	#edp_depmorp_멤피스_-@-NNG
F2382	#edp_dependency_up||NP_AJT--up||VP_MOD--up||VNP--down||NP_SBJ--down||NP_CNJ--down||
F7805	#edp_dependency_up||NP_MOD--up||NP_AJT--up||VP--up||VP_MOD--up||NP_AJT--up||VP--down||VNP--down||NP_MOD--down||
F273	#edp_arg2_mod_영웅-@-NNG
F4376	#edp_depmorp_천안시-@-NNG
F476	#edp_depmorp_연방준비제도-@-NNG
F2383	#edp_dependency_실각-@-NNG--이후-@-NNG--수행하-@-VV--국가부원수-@-NNG
F274	#edp_depmorp_이념-@-NNG
F4377	#edp_dependency_up||VP--down||VP--down||NP_SBJ--down||NP--down||
